YEAR,RANKING,COMPANY,CUSTOMER SATISFACTION,EMPLOYEE ENGAGEMENT AND DEVELOPMENT,INNOVATION,SOCIAL RESPONSIBILITY,FINANCIAL STRENGTH,EFFECTIVENESS,gvkey,new_gvkey
2020,121,Citigroup Inc,51.6,53.7,56.6,66,54.3,60.3,3243,
2021,61,Citigroup Inc,49,54,71,66.1,59.9,66.2,3243,
2017,527,Commercial Metals,37.8,58.2,45.4,40.8,43.9,42.4,3246,
2018,681,Commercial Metals,37.8,43.5,43.7,44.9,41.6,38.6,3246,
2020,657, Commercial Metals Co ,39.2,54.2,43.2,39.9,52.4,43.1,3246,
2021,580,Commercial Metals Co,44.6,48.9,41.8,48.9,49.5,44.7,3246,
2017,521,Avis Budget Group,49.8,42,47.7,41.8,46.3,42.6,3278,
2018,502,Avis Budget Group,53.5,42.4,45.3,47.5,46,45.2,3278,
2019,445,Avis Budget Group Inc,58.9,36.8,48.8,52.4,42.1,45.7,3278,
2020,574, Avis Budget Group Inc ,62.4,38.6,44.6,49.5,40.6,45.4,3278,
2021,398,Avis Budget Group Inc,60.8,40.6,47.7,55.1,41.4,49.7,3278,
2018,235,DXC Technology,63,26.3,51.5,62,58.6,53.9,3336,
2019,306,DXC Technology Co,66.6,29,49.7,60.8,49.5,50.5,3336,
2020,560, DXC Technology Company ,61.2,32.1,47.4,60.3,31.6,45.7,3336,
2021,288, DXC Technology Company ,59.6,35.8,54.9,62.2,41.5,53.1,3336,
2017,404,ConAgra Foods,45.7,41.9,47.7,56.2,49.3,47.2,3362,
2018,253,Conagra Brands,52.5,52,49.7,57,48.3,53.1,3362,
2019,291,Conagra Brands Inc,46.8,50.8,49.7,61.8,44.2,51.3,3362,
2020,260,"Conagra Brands, Inc",46.3,55.6,49.6,60.2,49,53.6,3362,
2021,296,"Conagra Brands, Inc",48.4,55.3,48.1,57.9,47.7,52.8,3362,
2017,248,Consolidated Edison,41.3,60,48.6,58.2,47.7,52.1,3413,
2018,368,Consolidated Edison,38.6,55.4,43.1,55.6,52.3,48.9,3413,
2019,228,Consolidated Edison Inc,41.3,62.3,54.2,56,45.9,53.7,3413,
2020,246, Consolidated Edison Inc ,46.5,58.6,49.6,58.6,49.4,54,3413,
2021,303,Consolidated Edison Inc,44.7,60.4,49.5,56,45.1,52.5,3413,
2017,484,CMS Energy,39.3,37.1,43.6,61.1,48.5,44.2,3439,
2018,383,CMS Energy,41.3,44.8,47.6,62.5,45.7,48.5,3439,
2019,367,CMS Energy Corp,38.5,51.6,44.9,60.9,44.7,48.1,3439,
2020,396,CMS Energy Corp,43.5,50.4,44.6,60,49.8,49.8,3439,
2021,503,CMS Energy Corp,41.7,46.9,44.4,56.9,45.8,46.5,3439,
2017,687, Continental Resources ,28.8,39.7,42.6,34.2,38,29.2,3469,
2018,709,Continental Resources,29.2,50.8,43.1,39,43.9,36.9,3469,
2020,809, Continental Resources Inc/OK ,37.4,50,43.3,36.9,41.3,37.5,3469,
2021,817, Continental Resources Inc/OK ,42.2,33.2,42.4,40.8,41.2,34.9,3469,
2019,136,Molson Coors Brewing Co,59.3,59.5,55.4,62.7,42.7,58.3,3505,
2020,85, Molson Coors Beverage Co B ,72.3,59.5,53.4,64.2,44.3,62.9,3505,
2021,160, Molson Coors Beverage Co B ,62.4,53.7,54.5,61.4,41.4,58.7,3505,
2017,262,Corning,47.1,57.6,49.8,51.2,50.1,51.7,3532,
2018,303,Corning,48.5,60.6,52,52.5,40.2,51.2,3532,
2019,184,Corning Inc,44.7,62.6,50.1,54.9,54.9,55.7,3532,
2020,274,Corning Inc,42,61.3,55.9,54.8,44.4,53.2,3532,
2021,373,Corning Inc,38.2,56.8,56.2,51.3,46.7,50.4,3532,
2019,384,Cracker Barrel Old Country Store Inc,60.9,42.2,46.3,45.4,51.5,47.7,3570,
2020,647, Cracker Barrel Old Country Store Inc ,55.5,42,45.3,42.9,43.8,43.4,3570,
2019,594,Crane Co,44.3,34.1,44.6,41.8,48.5,38.9,3580,
2020,633,Crane Co,55.7,41.6,45.8,43.3,45.1,44,3580,
2021,544,Crane Co,54.3,41.3,49,43.7,48,45.6,3580,
2019,602,OneMain Holdings Inc,42.4,44.5,42.9,34.6,46.9,38.1,3592,
2020,770, OneMain Holdings Inc ,41.2,38,42.5,36.2,59,39.3,3592,
2021,721,OneMain Holdings Inc,35,47.8,42.5,45.5,51.1,40.9,3592,
2018,528,Crown Holdings,49.3,44.8,44.8,44.2,49.7,44.5,3619,
2020,366,Crown Holdings Inc,48.2,49.7,45.1,58.1,50.3,50.5,3619,
2021,363,Crown Holdings Inc,51.2,49.3,46.6,55.3,49.3,50.8,3619,
2017,103,Cummins,53.8,56.1,55,63.5,52.9,59.7,3650,
2018,82,Cummins,55.5,58.7,53.4,66.2,55.5,62.3,3650,
2019,88,Cummins Inc,41.8,60.2,55.8,67.8,58.8,61.8,3650,
2020,64,Cummins Inc,53,59.5,60.3,71.3,53.1,65.1,3650,
2021,79,Cummins Inc,54.7,58.6,55.4,69.7,53.6,63.8,3650,
2017,201,Dana,61.7,52.1,49.1,48.5,54.1,54.1,3734,
2018,337,Dana,58.8,53.8,47.5,43.4,48.9,49.9,3734,
2019,337,Dana Inc,52.5,50.7,50.3,48.6,47.6,49.5,3734,
2020,446,Dana Incorporated,53.4,47.1,50.1,51.4,42.8,48.6,3734,
2021,355,Dana Incorporated,58.3,45.8,49,53.6,43.7,50.9,3734,
2017,352,Danaher,58.3,47.2,51.6,43.4,48.1,48.8,3735,
2018,218,Danaher,58.2,52.9,55.7,51.6,47.2,54.5,3735,
2019,150,Danaher Corp,57.8,56.2,57.8,51.6,52.3,57.2,3735,
2020,137,Danaher Corp,56,54.4,66.6,48.5,55,59.3,3735,
2021,117,Danaher Corp,63.4,54.3,58.6,53.8,54.5,60.5,3735,
2017,122,Target,57.9,48.3,54.3,63.2,53.8,58.4,3813,
2018,131,Target,58.3,51.1,49,66.1,52.9,58.6,3813,
2019,106,Target Corp,53.6,50,65.2,62.3,52.8,60.6,3813,
2020,26,Target Corp,60.5,51.8,73.8,71.1,60.6,71.5,3813,
2021,34,Target Corp,61.1,52.2,70,63.5,65.9,69.2,3813,
2017,84,Deere &amp; Co.,56.6,59.1,60.5,61.3,48.5,61,3835,
2018,152,Deere &amp; Co.,62.3,55.6,52.7,56.1,47.5,57.1,3835,
2019,79,Deere &amp; Co,54.1,61.4,63.5,57.2,55.6,62.8,3835,
2020,40,Deere &amp; Co,63.8,58.3,76.6,59.4,52.5,68.9,3835,
2021,46,Deere &amp; Co,63.6,52.8,69.1,63.5,56.2,67.7,3835,
2017,423,IDEXX Laboratories,42.2,47.1,49.6,40.9,60.8,46.6,3840,
2018,292,IDEXX Laboratories,37.2,51.7,48.3,44.1,73.8,51.6,3840,
2019,213,Idexx Laboratories Inc,38.3,47.3,50.5,44.9,77.8,54,3840,
2020,256, IDEXX Laboratories Inc ,51.4,48.1,50.4,47,68.3,53.7,3840,
2021,340,IDEXX Laboratories Inc,45.6,46.2,46.5,50.4,72.3,51.3,3840,
2017,97,Delta Air Lines,40.8,73,51.3,54.8,62.9,60.2,3851,
2018,104,Delta Air Lines,42.9,70.6,54.2,58,57.9,60.6,3851,
2019,88,Delta Air Lines Inc,50.6,68.8,53.4,59.7,55.7,61.8,3851,
2020,194,Delta Air Lines,47.4,69.5,53.7,58.4,41.4,56.6,3851,
2021,150,Delta Air Lines,60.9,69.7,57.8,55.9,28.7,59.2,3851,
2017,244,DTE Energy,45.5,63.2,41.4,56.7,49.9,52.4,3897,
2018,164,DTE Energy,42,56.5,65.4,58.9,46.4,56.8,3897,
2019,333,DTE Energy Co,39,63,42.2,55.1,47.3,49.6,3897,
2020,418,DTE Energy Co,42.3,55.3,42,57.5,50.4,49.3,3897,
2021,379,DTE Energy Co,44.2,58.3,42.9,56.8,47.1,50.2,3897,
2018,640,Diebold Nixdorf,65.6,37,42.4,44.3,33.1,40.9,3946,
2019,592,Diebold Nixdorf Inc,65.7,31.7,42.7,47.4,32.7,39,3946,
2020,588, Diebold Nixdorf Incorporated ,60.9,33.3,45.4,52.7,41.1,45.1,3946,
2021,626, Diebold Nixdorf Incorporated ,62.1,37.6,42.4,46.9,38.1,43.6,3946,
2017,552,Dillard?€?s,59.6,33.4,45.4,41.7,44.2,41.2,3964,
2018,664,Dillard&#8217;s,51.3,34.6,45.2,41.6,44.4,39.8,3964,
2019,614,Dillard&#8217;s Inc,54.4,30.7,45.1,36.9,43.3,36.9,3964,
2020,801,Dillards Inc A,47.2,33.3,43.7,45,39.9,38,3964,
2021,763,Dillards Inc A,47,30.3,46.2,40.3,52.9,39.1,3964,
2017,616,Dollar General,50.3,28.9,43.8,39.4,53.1,38.6,4016,
2018,660,Dollar General,42.2,33.5,46,41.2,53.3,39.9,4016,
2019,592,Dollar General Corp,41.8,31.7,46,41.7,51.5,39,4016,
2020,758,Dollar General Corp,33.7,33.9,44.2,45.6,58.3,39.8,4016,
2021,793,Dollar General Corp,34.4,30,48.5,41.7,55.5,37.2,4016,
2017,222,Dominion Energy,50,59.4,48.5,54.7,49,53.5,4029,
2018,159,Dominion Energy,51.7,64.8,51.4,58.1,46.4,56.9,4029,
2019,184,Dominion Energy Inc,41.1,66.9,58.4,57,42.7,55.7,4029,
2020,211,Dominion Energy Inc,45,65.4,46.5,60.3,52.8,55.9,4029,
2021,228,Dominion Energy Inc,39,63.9,53.1,61.2,46.4,55.3,4029,
2017,498,RR Donnelley,55.5,33.9,53.4,51.9,35.3,43.5,4040,
2018,375,RR Donnelley,48.5,37.6,63.8,52.7,40.6,48.7,4040,
2019,494,RR Donnelley &amp; Sons Co,48.4,38.4,48.5,55.1,39.8,44,4040,
2017,501,Dover,54.4,34.3,47.4,45.3,49,43.4,4058,
2018,292,Dover,56.4,56.5,47.1,48.4,48.6,51.6,4058,
2019,407,Dover Corp,52.4,44,46.3,49,50.2,47.1,4058,
2020,385,Dover Corp,53.5,47.2,52.7,45,52.8,50,4058,
2021,451,Dover Corp,53,44.2,48.6,47.3,51.8,48.1,4058,
2021,691,"DoorDash, Inc Class A",50.5,52.5,47.9,33.3,39.9,41.8,4058,
2017,86, E.I. DuPont de Nemours &amp; Co. ,58.9,45.5,71.5,57.1,53.9,60.9,4060,
2020,95, DuPont de Nemours Inc. ,67.2,59.5,68.6,51.1,43.7,62.2,4060,
2021,111, DuPont de Nemours Inc ,61.6,53.9,72.3,50.4,43.3,60.9,4060,
2017,399,Omnicom Group,33.9,51.5,54.1,46.4,55.9,47.4,4066,
2018,489,Omnicom Group,36.5,44.8,48.6,48.3,55.1,45.4,4066,
2019,424,Omnicom Group Inc,45.8,42.7,46.8,51.9,50.4,46.5,4066,
2020,575,Omnicom Group,33.2,47.3,46.8,54.3,50.8,45.3,4066,
2021,510,Omnicom Group,30.9,55.2,47.4,53.3,50.2,46.3,4066,
2018,727,Ascena Retail Group,46.4,44.4,44.8,35.5,33.5,35.8,4072,
2019,599,Ascena Retail Group Inc,45.8,50.2,44.8,40.3,32.4,38.4,4072,
2020,758, Ascena Retail Group Inc. ,49.3,44.4,46.6,44.6,29.9,39.8,4072,
2017,342,Duke Energy,38.7,59.1,44.4,55.8,48.3,49.2,4093,
2018,305,Duke Energy,40,55.4,52.3,57.4,46.1,51.1,4093,
2019,279,Duke Energy Corp,36.8,54.3,54.9,59,46.1,51.6,4093,
2020,361,Duke Energy Corp,38.1,56.7,44.2,60.4,51.5,50.6,4093,
2021,273,Duke Energy Corp,39.2,62.1,46.7,62.1,48.6,53.4,4093,
2017,286, Dun &amp; Bradstreet ,56.1,50.4,48.4,45.1,54.8,50.9,4094,
2017,433,Flowserve,50.2,43,45.8,56.1,42.8,46.3,4108,
2018,402,Flowserve,54.5,48.4,45.4,54.3,40.7,47.9,4108,
2019,454,Flowserve Corp,41.3,52,45.2,51.2,43.2,45.2,4108,
2020,304,Flowserve Corp,60.6,51.9,46.4,52.4,47.3,52.1,4108,
2021,425,Flowserve Corp,54.9,50.7,46.3,49.1,44,48.8,4108,
2019,620,Dycom Industries Inc,36.3,43.6,44.9,38.8,40.2,36.4,4115,
2020,847,Dycom Industries Inc,38.5,29.5,42,40.7,43.5,33.5,4115,
2021,826,Dycom Industries Inc,37.9,31.1,43.8,41,41.9,33.8,4115,
2017,244,PerkinElmer,62,46.2,46.8,54.7,49.6,52.4,4145,
2018,259,PerkinElmer,63.5,47,46.7,56.8,46.4,52.9,4145,
2019,375,PerkinElmer Inc,50.6,44.1,48.4,52.5,47.8,47.9,4145,
2020,197,PerkinElmer Inc,69.9,45.9,52.5,54.5,50.5,56.5,4145,
2021,203,PerkinElmer Inc,66.9,47.1,48.6,53,58.7,56.6,4145,
2017,60,Eaton,62.5,59.8,56.1,67.2,49.6,64,4199,
2018,67,Eaton,65.4,57.6,54.5,68.2,49.4,63.8,4199,
2019,100,Eaton Corporation PLC,52.3,56.2,52.5,68.2,55.7,60.9,4199,
2020,70,Eaton Corp plc,65.8,53.7,54.6,66.8,57.2,64.4,4199,
2021,123,Eaton Corp plc,62.5,52.8,51.3,64.6,48.5,60,4199,
2017,217,Ecolab,48.5,49.2,52.2,61,50.6,53.7,4213,
2018,105,Ecolab,50.3,50.6,68.6,62.7,49.3,60.5,4213,
2019,150,Ecolab Inc,38.9,51.3,67.2,62,49.6,57.2,4213,
2020,95,Ecolab Inc,48.9,53.4,67.8,64.1,52.2,62.2,4213,
2021,150,Ecolab Inc,47.5,52.4,63.7,64,46.5,59.2,4213,
2017,423,Emerson Electric,42.9,44.1,55.8,47.5,49.8,46.6,4321,
2018,288,Emerson Electric,45.7,50.4,54.1,51.7,52.8,51.7,4321,
2019,146,Emerson Electric Co,45.5,54.5,58,58.1,56.7,57.7,4321,
2020,165,Emerson Electric Co,45.8,52.3,60.7,56.3,60,58,4321,
2021,288,Emerson Electric Co,46.1,47.6,58.5,54.7,51.4,53.1,4321,
2018,627,Weatherford International,49.8,37.8,49.7,53.7,28.3,41.2,4367,
2018,700,Atmos Energy,43,40.3,41.7,37.8,46.1,37.3,4383,
2019,540,Atmos Energy Corp,45.2,45,45.1,42.7,45.6,41.9,4383,
2020,581,Atmos Energy Corp,45.5,53.5,43.5,44,49.4,45.2,4383,
2021,556,Atmos Energy Corp,48.3,57.8,44.8,40.6,45,45.4,4383,
2017,550,Equifax,38.4,45.6,51.6,35,53.4,41.3,4423,
2018,684,Equifax,32.2,43.4,51,34.7,50.2,38.5,4423,
2019,617,Equifax Inc,36,40.8,51.1,38.4,38.1,36.7,4423,
2020,812,Equifax Inc,28.5,37.1,50.2,39.9,49.9,37.3,4423,
2021,800,Equifax Inc,22.9,42.7,46,43.4,51.6,36.5,4423,
2017,498, Expeditors International of Washington ,44.1,41.6,42.7,44.5,57.2,43.5,4494,
2020,446, Expeditors Intl of WA Inc ,49.5,44.8,43.8,50.8,57.9,48.6,4494,
2021,349, Expeditors Intl of WA Inc ,53.7,43.8,43.8,51.6,65.7,51.1,4494,
2017,19,Exxon Mobil,44,58.9,104.8,55.9,56.6,71.1,4503,
2018,27,Exxon Mobil,48.9,58.3,89.3,58.3,63.3,71.7,4503,
2019,23,Exxon Mobil Corp,49.6,54.4,98.2,56.8,56.5,71.1,4503,
2020,177,Exxon Mobil Corp,17.9,51.6,85.2,59.7,50,57.5,4503,
2021,310,Exxon Mobil Corp,27.9,46.8,73.8,60.4,38.4,52.3,4503,
2017,385,FMC,48.3,42.6,50.8,57.7,43.3,47.8,4510,
2018,196,FMC,58.8,45.5,52,61.1,49.7,55.4,4510,
2019,180,FMC Corp,54.7,46.7,55.3,57.6,55.3,55.8,4510,
2020,110,FMC Corp,56.6,59.4,59.9,57.4,54,61.3,4510,
2021,326,FMC Corp,49.6,54.9,45.9,56.5,47.6,51.8,4510,
2017,133,NextEra Energy,54.8,64.8,46.4,55.3,53.9,57.7,4517,
2018,242,NextEra Energy,49.1,57.8,46.4,55.8,52.7,53.6,4517,
2019,192,Nextera Energy Inc,47.1,55.4,54.8,58.8,50.3,55.4,4517,
2020,274,NextEra Energy Inc,50.4,49.3,48,57.5,55.4,53.2,4517,
2021,131,NextEra Energy Inc,53.8,56.6,60.1,59.2,49.3,59.7,4517,
2017,75,FedEx,56.1,53.9,64.7,57.1,58,61.9,4598,
2018,91,FedEx,57.8,54.3,58.8,59.5,56.9,61.5,4598,
2019,76,FedEx Corp,61.1,54.5,73.2,62.6,44.5,63.6,4598,
2020,177,FedEx Corp,57.2,52.1,52.4,62.4,49.9,57.5,4598,
2021,122,FedEx Corp,59.7,51.2,54,60.1,59,60.2,4598,
2017,635, Federal Realty Investment Trust ,35.9,43.8,43,42.9,45.2,37.8,4605,
2018,691,Federal Realty Investment Trust,27.3,54.9,40.7,43.1,43.8,38.1,4605,
2019,489,Federal Realty Investment Trust,33.5,61.8,41.6,48.2,42.6,44.1,4605,
2020,606, Federal Realty Invt Trust ,43,56.2,39.6,48.7,45.5,44.6,4605,
2021,620, Federal Realty Invt Trust ,43.6,48.7,41.4,52,41.2,43.7,4605,
2017,474,Macy?€?s,49.5,37.8,44.8,54.5,45.5,44.5,4611,
2018,389,Macy&#8217;s,47.1,40.2,46,60.2,48.7,48.3,4611,
2019,341,Macy&#8217;s Inc,50,43.5,46.9,61.3,45.6,49.3,4611,
2020,606,Macy&#8217;s Inc,41.6,44,46,62.4,33.7,44.6,4611,
2021,524,Macy&#8217;s Inc,42.1,40.2,48.2,59.4,41.4,45.9,4611,
2017,411,Fifth Third Bank,49.3,53,41.6,50.5,46.3,47,4640,
2018,410,Fifth Third Bank,49.9,50.4,45,52.3,44.7,47.7,4640,
2019,337,Fifth Third Bancorp,49,49.4,46.2,54.7,48.9,49.5,4640,
2020,449, Fifth Third Bancorp (OH) ,47.2,50.5,44.5,52.2,51.3,48.5,4640,
2021,415, Fifth Third Bancorp (OH) ,44,53.9,45.7,55.3,47.1,49.2,4640,
2017,404, Regions Financial ,56.5,49.5,46.7,44.2,46.1,47.2,4674,
2018,320,Regions Financial,63.5,51,45,50.5,44.1,50.6,4674,
2019,250,Regions Financial Corp,58.9,49.9,46.8,58.8,48.1,53,4674,
2020,315, Regions Financial Corp ,58.7,46.5,46.6,56.1,48.9,51.8,4674,
2021,310,Regions Financial Corp,58.7,45.6,46.8,57.6,46.9,52.3,4674,
2017,575,M&amp;T Bank,43.7,49,42.2,38.9,46.5,40.4,4699,
2018,604,M&amp;T Bank,45.1,50.9,43.6,41,44.2,42,4699,
2019,470,M&amp;T Bank Corp,49.4,47.3,42.9,44.2,50,44.7,4699,
2020,720,M&amp;T Bank Corp,45.9,41.3,42.9,41.4,49.8,41,4699,
2021,528,M&amp;T Bank Corp,48.3,47.6,49.7,45,45.2,45.8,4699,
2017,352,U.S. Bank,45.5,52.9,48,50.3,49.8,48.8,4723,
2018,238,U.S. Bancorp,54.1,53,52.5,54.5,48.4,53.8,4723,
2019,141,U.S. Bancorp,54,50.5,57.3,61.1,52.9,57.9,4723,
2020,294,US Bancorp,50.2,49.7,49.4,55.4,53.8,52.5,4723,
2021,226,US Bancorp,45,53.8,61,55.6,49.8,55.5,4723,
2018,570,Flowers Foods,56.5,32.7,46.3,47.8,44.3,43.1,4809,
2019,434,Flowers Foods Inc,76.6,31.9,46.3,44.8,46.1,46,4809,
2020,569,Flowers Foods Inc,58.2,35.6,44.3,47.7,50.8,45.5,4809,
2021,444,Flowers Foods Inc,56.7,40.8,48.8,50.1,47.3,48.3,4809,
2017,322,Fluor,51.1,55.6,46.1,54.9,42.3,50,4818,
2018,324,Fluor,46.7,55.5,45.1,60.5,42.6,50.5,4818,
2019,367,Fluor Corp,40.5,52.5,45.6,64.9,37.9,48.1,4818,
2020,366,Fluor Corp,55.8,55.1,45,63.2,30.7,50.5,4818,
2021,280,Fluor Corp,58.9,51,46,61,39.3,53.3,4818,
2017,32,Ford Motor,62.2,66.6,62,62.6,58.4,68.8,4839,
2019,71,Ford Motor Co,63.5,54.6,74.1,59.7,46.2,64,4839,
2020,19,Ford Motor Co,71.7,53.8,87.9,64.2,44.3,73.1,4839,
2021,26,Ford Motor Co,68.7,57,75.1,61.2,52.3,70.8,4839,
2017,458,Franklin Resources,38.2,55.6,43.3,48.5,49.3,45.4,4885,
2018,402,Franklin Resources,39.7,56.8,46.1,51.2,48.4,47.9,4885,
2019,279,Franklin Resources Inc,54.5,56,43.4,56.3,47.1,51.6,4885,
2020,496, Franklin Resources Inc ,42.3,53.4,41.5,57.2,45.9,47.3,4885,
2021,580,Franklin Resources Inc,38.8,49.4,40.7,54.4,48.3,44.7,4885,
2020,575,Fuller H.B. Co,54.9,45.2,44.6,44.6,46.8,45.3,4926,
2021,420,Fuller H.B. Co,60,46.7,46.5,47.3,46.4,49,4926,
2017,505,Arthur J. Gallagher &amp; Co.,39.5,47.1,46.5,48,46.9,43.2,4973,
2018,516,Arthur J. Gallagher &amp; Co.,43.2,41.9,52.7,47.2,46.5,44.8,4973,
2019,404,Arthur J Gallagher &amp; Co,50.5,43.1,47.7,51.9,48.2,47.2,4973,
2020,479, Arthur J. Gallagher &amp; Co ,49.3,44.3,46.9,49.7,52.5,47.6,4973,
2021,679,Arthur J. Gallagher &amp; Co,43.6,43.8,40.1,47.5,50.7,42.1,4973,
2017,152,Gap,48.5,55.1,49,64.5,53,56.5,4990,
2018,101,Gap,53.1,52.7,55.8,66.9,54.8,60.8,4990,
2019,192,Gap Inc,53.6,50.2,50.3,65.7,48.2,55.4,4990,
2020,244,Gap Inc,53.8,48.1,49.9,70.5,37.7,54.2,4990,
2021,135,Gap Inc,55.4,50.1,59.9,65.4,44.4,59.6,4990,
2017,393, General Dynamics ,51.2,41.1,49.3,42.7,59.8,47.5,5046,
2018,256,General Dynamics,61.3,45.8,52.3,46.6,55.4,53,5046,
2019,373,General Dynamics Corp,53.2,41.1,52.1,46.7,51.6,48,5046,
2020,236,General Dynamics,57.8,47.4,56.5,50.4,53.3,54.5,5046,
2021,340,General Dynamics,54.4,46.5,55.9,47.7,49.3,51.3,5046,
2017,21,General Electric,51.3,60.9,85.6,65.4,53.3,70.4,5047,
2018,18,General Electric,56.5,53.1,109.9,65.7,38.6,74.2,5047,
2019,100,General Electric Co,59.3,54.1,79.5,62,32.2,60.9,5047,
2020,20,General Electric Co,65.3,55.4,96.5,61.1,39.8,72.6,5047,
2021,66,General Electric Co,59.7,51.1,79,59.6,45.6,65.8,5047,
2017,57,General Mills,57,61.7,57,67.1,52.7,64.2,5071,
2018,73,General Mills,57.5,58.5,57.1,68.9,50.5,63.4,5071,
2019,73,General Mills Inc,60.3,58.8,57.9,73.2,46.4,63.8,5071,
2020,60,General Mills Inc,54.6,62.2,59.1,70.3,53.7,65.6,5071,
2021,65,General Mills Inc,53.4,64.4,55.4,72.7,51.9,65.9,5071,
2018,632,Ally Financial,42.4,51.1,45.7,41.2,40.7,41.1,5072,
2019,240,Ally Financial Inc,60.4,54.9,45.1,49,55.1,53.3,5072,
2020,452,Ally Financial Inc,53.7,55.7,43,48.8,45.3,48.4,5072,
2021,326,Ally Financial Inc,48.6,62.4,48.7,46.4,52,51.8,5072,
2017,42,General Motors,49.7,59.5,69.3,57.9,66.1,65.9,5073,
2018,37,General Motors,65.2,61.4,72.6,60.8,55,69.8,5073,
2019,37,General Motors Co,63.9,54.2,74.2,64.2,53.3,67.8,5073,
2020,46, General Motors Company ,67.7,51.5,78.8,62.1,47.4,68.4,5073,
2021,16, General Motors Company ,68.8,56,81.3,63.3,60.2,75.1,5073,
2017,529,Genuine Parts,52.1,40.8,46.9,35.9,52.1,42.3,5125,
2018,471,Genuine Parts,43.9,37.9,67.6,36.4,49.9,45.9,5125,
2019,476,Genuine Parts Co,47.9,47.6,45.2,42,49.8,44.4,5125,
2020,514,Genuine Parts Co,51,50.7,45.2,45.1,48.8,46.7,5125,
2021,515,Genuine Parts Co,48.8,47.1,46.5,47.2,48.1,46.2,5125,
2017,249, Goodyear Tire &amp; Rubber ,48.3,43.6,52.6,58.2,53.8,52,5234,
2018,343,Goodyear Tire &amp; Rubber,47.8,43.9,54,56.8,44.5,49.7,5234,
2019,393,Goodyear Tire &amp; Rubber Co,42.9,46.1,52.6,58.4,39.9,47.5,5234,
2020,440, Goodyear Tire &amp; Rubber Co ,43.6,46.3,56.1,59.6,35.4,48.7,5234,
2021,273, Goodyear Tire &amp; Rubber Co ,46.5,51.3,55.9,60,41.9,53.4,5234,
2021,388,Graco Inc,52,56.1,46.1,43.3,56.5,49.9,5252,
2017,138,W.W. Grainger,57.1,53.7,48.9,62.6,51.1,57.3,5256,
2018,145,W.W. Grainger,57.5,52.5,47.1,61.2,56.7,57.6,5256,
2019,136,W W Grainger Inc,51.8,54.8,47.5,67,55.4,58.3,5256,
2020,121,W.W. Grainger Inc,64.6,54.6,45.2,65,56.6,60.3,5256,
2021,131,W.W. Grainger Inc,65.6,58.5,44.6,60.7,52.7,59.7,5256,
2018,578,Greif,49.5,42.7,44.6,45.9,43.9,42.8,5338,
2017,266,Halliburton,44.1,43.6,78.2,52.9,37.2,51.5,5439,
2018,397,Halliburton,45.7,42.1,57.6,51.8,44.4,48,5439,
2019,432,Halliburton Co,29.8,43.4,54.4,52.3,51.3,46.1,5439,
2020,440,Halliburton Co,44.8,44.2,59.4,58.8,33,48.7,5439,
2021,335,Halliburton Co,46.4,43.3,57,61.7,39,51.4,5439,
2020,385, L3Harris Technologies Inc ,35.6,48.9,59.1,50.9,52.7,50,5492,
2021,244, L3Harris Technologies Inc ,50.3,51.9,58.3,54.9,46.5,54.6,5492,
2017,77,Hasbro,50.4,60.2,53.6,64.5,58.9,61.8,5518,
2018,77,Hasbro,51.1,64.5,54.7,64.1,56.3,62.7,5518,
2019,95,Hasbro Inc,64,55.9,57.1,64.5,48.2,61.2,5518,
2020,114,Hasbro Inc,52.2,57,60.5,64.5,49.8,61,5518,
2021,153,Hasbro Inc,53,54.5,56.4,65.2,45,59,5518,
2017,239,Welltower?€?,47.3,61.9,43.8,57.1,46.8,52.7,5543,
2020,517,Welltower Inc,49.9,36.2,46.9,57.5,46.5,46.6,5543,
2021,255,Welltower Inc,60.3,48.4,47.1,60.9,43,54.1,5543,
2020,699,HEICO Corp A,42.1,48.9,43.4,36.1,55.4,41.9,5567,
2021,791,HEICO Corp A,42,42.3,44.8,33.9,48.5,37.3,5567,
2017,270,Kraft Heinz,59.3,39.8,59.3,47.9,50.7,51.4,5568,
2018,375,Kraft Heinz,62.9,39.3,51.4,45.2,48.7,48.7,5568,
2019,563,Kraft Heinz Co,59.8,44.5,46.9,44.6,30.5,41.2,5568,
2020,428, The Kraft Heinz Company ,60.1,46.9,46.8,49.3,45.2,49.1,5568,
2021,419, The Kraft Heinz Company ,55.6,45.7,49,49.8,45.6,49.1,5568,
2017,678,Helmerich &amp; Payne,30.6,47.3,41.4,36.3,37.7,32.4,5581,
2018,576,Helmerich &amp; Payne,30.4,56.7,64.5,36.6,36.7,42.9,5581,
2020,620, Helmerich &amp; Payne Inc ,38.9,59.6,53.3,40.3,37.7,44.2,5581,
2017,55,Hershey,64.8,59.3,49.9,63.4,59.7,64.3,5597,
2018,34,Hershey,70.6,53.9,56.9,64.2,70.9,69.9,5597,
2019,42,Hershey Co,70.9,60.2,55.5,66.9,55.6,66.7,5597,
2020,64,Hershey Co,68.4,60.3,50,68.2,54.7,65.1,5597,
2021,57,Hershey Co,69.4,60,50.5,67.5,56,66.5,5597,
2017,638,Hertz,46.4,36.1,54.8,43.3,30,37.5,5600,
2017,22,HP,50.9,51.3,69.1,73.2,70.3,70.2,5606,
2018,16,HP,59.4,61.9,63.6,78.2,68.8,75.7,5606,
2019,11,HP Inc,68,61.8,72.9,78.5,64.4,78.9,5606,
2020,10,HP Inc,70.8,60.7,78.7,78.5,58,80.2,5606,
